State,Year,Property_Burglary_Rates,Property_Larceny_Rates,Property_Motor_Rates,Violent_Assault_Rates,Violent_Murder_Rates,Violent_Rape_Rates,Violent_Robbery_Rates
Idaho,2012,450.3,1447.7,85.5,160.9,1.8,30,15.2
Idaho,2013,411.9,1357.1,95.3,161,1.7,40.6,13.6
Idaho,2014,393.3,1359.9,101.6,160.5,2,37.3,12.5
Idaho,2015,370,1260.7,113.1,160.1,1.9,41.9,11.6
Idaho,2016,375.4,1245.4,123.4,172,2.9,42.7,12.7
Idaho,2017,329.4,1181.1,125,172,1.9,41.2,11.4
Idaho,2018,281.6,1067.8,112,168.6,2,45.1,11.4
Idaho,2019,219.7,911.8,87.9,167.9,2,45.3,8.7
Illinois,1960,577.7,1045.7,353.3,133.8,4.9,17.6,208.8
Illinois,1961,586.9,1140.6,354.8,135.7,4.8,17.2,204.5
Illinois,1962,555.7,1235,371.7,158.3,5.3,18.6,201.5
Illinois,1963,541.3,1332.1,381.6,122.7,5.1,13.9,188.5
Illinois,1964,547.4,1380.3,405.7,149.2,5.5,15,182.3
Illinois,1965,550.2,1293.1,379.9,136.7,5.2,16,164.7
Illinois,1966,560.5,1418.6,415.3,156.4,6.9,16.6,184.9
Illinois,1967,608.5,1486.1,421.7,168.3,7.3,17.9,200.9
Illinois,1968,683.6,1705.2,441,172,8.1,16.4,211.5
Illinois,1969,738.7,1806.8,474.5,184,8.6,19.1,236.7
Illinois,1970,765.4,2028.4,517.8,186.8,9.6,20.4,251.1
Illinois,1971,836.7,2095.6,475.8,187.9,9.6,21.6,258.1
Illinois,1972,846.1,1994,443,215.9,8.8,23.3,260.1
Illinois,1973,1025.1,2236.2,507.7,248.7,10.4,24,272.8
Illinois,1974,1264.2,2761.5,531.4,274.2,11.8,27.7,313.4
Illinois,1975,1409.7,3030,593.5,308.1,10.6,25.7,325.8
Illinois,1976,1258.4,2991.8,579.3,303.7,10.3,24.6,287.1
Illinois,1977,1257,2828.5,611.7,314.3,9.9,26.1,280.3
Illinois,1978,1350.7,2969.9,622.5,345.9,9.9,28,292.9
Illinois,1979,1440.6,3170.6,676,379.2,10.7,33,321.1
Illinois,1980,1559.6,3252.5,649,395.6,10.6,34.8,367
Illinois,1981,1511.5,3201.2,610.5,376.3,10.5,32.4,373.2
Illinois,1982,1373.8,3093.2,599,388.8,8.8,29.9,346.8
Illinois,1983,1292.4,2952,569,368,9.7,31.5,318.9
Illinois,1984,1173.4,2820.3,585.6,380.9,9,31.2,303.8
Illinois,1985,1135.8,2869.8,590.9,380.3,8,39.3,287.1
Illinois,1986,1179.8,2937.9,628.3,433.5,8.9,41.2,325.3
Illinois,1987,1123.7,2957.1,539.5,435.2,8.3,38.4,314.3
Illinois,1988,1128.7,3076.5,605.3,450.6,8.6,38.5,312.7
Illinois,1989,1076,3109.9,607.4,465.4,9,35.7,335.7
Illinois,1990,1063,3262,642.8,523.6,10.3,39.4,394
Illinois,1991,1120,3317.5,655.3,531.8,11.3,40,456.1
Illinois,1992,1077.3,3091.9,618.8,516.4,11.4,37.1,412.5
Illinois,1993,1015.5,3084,558.7,532.6,11.4,34.6,381.2
Illinois,1994,1005.1,3096.4,563.5,543.3,11.7,33.3,372.6
Illinois,1995,917.6,3019,523,618.5,10.3,36.5,330.8
Illinois,1996,913.2,3026.2,490.2,562.6,10,38.4,279.4
Illinois,1997,870.5,2943.3,465.9,536.7,9.2,37.1,278.4
Illinois,1998,811.9,2799.4,439.5,516.9,8.4,34,248.5
Illinois,1999,711.7,2646.3,467.2,428.9,7.7,35.4,217.4
Illinois,2000,659.1,2521.6,404.7,408.5,7.2,31.6,206.5
Illinois,2001,632.2,2450.1,389.2,394.1,7.8,32,199.1
Illinois,2002,647,2417.1,356,358.4,7.6,34.7,201.1
Illinois,2003,619.4,2339.4,329.1,328.1,7.1,33.1,188
Illinois,2004,598.6,2257.9,317.6,328.7,6.1,33.2,177.6
Illinois,2005,608.2,2175,308,330.3,6,33.8,182.2
Illinois,2006,602.1,2124.2,293.3,318.4,6.1,31.8,185.3
Illinois,2007,587.6,2084.5,263.7,315.7,5.9,31.9,179.7
Illinois,2008,612.1,2068.1,252.5,300.9,6.1,31.9,186.4
Illinois,2009,603,1927.3,206.6,283.4,6,30.2,177.6
Illinois,2010,603.3,1889.7,225.1,256.8,5.5,23.9,158.7
Illinois,2011,604.4,1845.8,228.5,237.1,6.1,23.6,157.2
Illinois,2012,552.2,1826.9,199.5,230,5.8,27.7,151.2
Illinois,2013,452.1,1659.8,162.5,204,5.5,33.1,137.6
Illinois,2014,388.2,1552.2,135.5,213.7,5.3,32.3,118.8
Illinois,2015,361.1,1490.2,137.3,224.6,5.8,37.5,115.9
Illinois,2016,374.9,1518.6,155.5,250.5,8.2,38.3,139.3
Illinois,2017,339.5,1508.8,163.1,250.4,7.8,43.4,137.2
Illinois,2018,306.7,1472.3,153.8,239.7,6.9,46,111.5
Illinois,2019,271.7,1426.6,148.2,254,6.6,48,98.4
Indiana,1960,460.8,840.7,167.6,40.6,4.4,5.1,34.5
Indiana,1961,470.4,899.6,176.8,37.6,4.1,5.3,38.8
Indiana,1962,470.5,1049.3,194.1,40.7,3.5,6.1,38.5
Indiana,1963,538.9,1195.7,213,44.5,2.8,8.1,47.3
Indiana,1964,534.7,1287,225.6,64.5,3,10.5,58.1
Indiana,1965,556.4,1230.6,246.5,65.6,3.5,10.6,57.4
Indiana,1966,627.5,1286.7,275.5,68.9,4,10.6,62.8
Indiana,1967,701.5,1389.3,338.9,67.8,3.8,12.7,78.7
Indiana,1968,743.9,1562.5,411.9,81.4,4.8,14.6,101
Indiana,1969,819,1677.8,394.5,82.7,5,16.9,93.6
Indiana,1970,925.8,1874.2,450.3,99.6,4.9,19.9,110.3
Indiana,1971,969,1903.9,402.7,96.3,5.3,19.4,126
Indiana,1972,948.4,1850.7,365.5,105.4,6.1,22.5,111.1
Indiana,1973,1035.8,2043.3,389.9,118.2,7.3,23.3,108.8
Indiana,1974,1254.6,2396,393,127.3,8,23.5,134.4
Indiana,1975,1376.4,2813.9,388.3,143.3,8.5,24.3,156.8
Indiana,1976,1215.6,2769.9,372.4,156.3,7.1,23.2,128.8
Indiana,1977,1086.2,2498.7,377.4,153.5,7.4,26.5,123.2
Indiana,1978,1108.3,2495.7,411.1,168.8,6.2,27,121.4
Indiana,1979,1169.9,2660.5,433,165.9,8.3,31.1,132.7
Indiana,1980,1313.3,2807.1,432.2,194.5,8.9,33.1,141.4
Indiana,1981,1168.8,2690,339.3,176,7.1,29.6,129
Indiana,1982,1088.8,2713.5,326.6,157.2,6.5,27.8,109
Indiana,1983,988.3,2535.7,322.1,151.1,5.2,27.5,99.9
Indiana,1984,928,2345.2,351,175.9,5.5,25,98.9
Indiana,1985,914.6,2361.5,328.5,187.5,5.8,24,92.1
Indiana,1986,886.7,2332.9,327.5,185.9,6,25.9,90
Indiana,1987,946.7,2490,354.5,205.2,5.6,29.1,88.6
Indiana,1988,935.2,2481.3,353.5,253.5,6.4,31,89
Indiana,1989,969.1,2673.2,391.1,266.5,6.3,32.3,101.4
Indiana,1990,943.3,2827.1,439,328.4,6.2,37.9,101.3
Indiana,1991,977.1,2870.6,464.8,340.5,7.5,41.3,116
Indiana,1992,952.1,2776.1,450.3,335.7,8.2,42.4,122.2
Indiana,1993,852,2695.9,428.1,322.6,7.5,39.1,119.8
Indiana,1994,850.5,2782.4,434.8,351.5,7.9,35.6,130.2
Indiana,1995,821.6,2819.5,465.7,348.3,8,33.3,135.2
Indiana,1996,783.8,2752.6,424.9,371.6,7.2,34.1,124.1
Indiana,1997,821.7,2701.9,428,342.1,7.3,32.9,132.4
Indiana,1998,789.2,2590.1,359.2,279,7.7,33.1,111.2
Indiana,1999,714.5,2335.5,341.4,231.7,6.6,27,109.3
Indiana,2000,676.1,2379.9,346.8,211.1,5.8,28.9,103.3
Indiana,2001,697.9,2404.1,350.9,219.3,6.7,28,117
Indiana,2002,692,2372.5,329.5,214.1,5.9,29.9,107.4
Indiana,2003,670.7,2349.9,335,215.9,5.5,27.7,103.2
Indiana,2004,677.2,2387.7,338.7,189.5,5.1,29,102.4
Indiana,2005,698.3,2414,347,180,5.7,29.6,108.7
Indiana,2006,721.3,2386.2,342,173.5,5.7,28.7,113.6
Indiana,2007,732.6,2332.4,305.8,179.3,5.5,27.4,123.6
Indiana,2008,765.4,2310.5,274.4,186.8,5,26.8,118.9
Indiana,2009,761,2135.9,215.4,189.5,4.9,25.2,114.4
Indiana,2010,748.3,2113.9,208,191,4.1,27.1,101.1
Indiana,2011,776.1,2158.1,227.4,193,4.7,27,107.1
Indiana,2012,728.3,2092,209,214.6,4.7,25.5,100.9
Indiana,2013,653,1984.9,216.2,211.3,5.4,32.6,108.2
Indiana,2014,559.3,1880,210.1,222.6,5,33.1,104.5
Indiana,2015,519.8,1872,204.2,238.2,5.6,36.3,107.4
Indiana,2016,514,1853.3,222.1,249.9,6.6,37.7,110.5
Indiana,2017,452.1,1733.8,231,254.6,6,39.4,99
Indiana,2018,377.6,1572.7,229.1,251.6,6.5,35.4,88.7
Indiana,2019,323.7,1443.4,203.8,249.3,5.6,36.8,79.2
Iowa,1960,231.2,792.9,76,8.6,0.6,3.7,10.9
Iowa,1961,228.7,759.1,69.8,8.5,1.3,2.9,10.5
Iowa,1962,263.8,780.3,73.4,6.7,1.1,3.8,8.6
Iowa,1963,270.4,804.8,81.5,8.7,1.3,3.6,9.1
Iowa,1964,290.4,933.7,95.8,19,1.3,5,11.2
Iowa,1965,304.3,950,104.7,20.1,1.3,4.5,12.8
Iowa,1966,336.5,1131.2,131.9,25,1.6,4.8,12.8
Iowa,1967,431.6,1235.8,155.2,30.3,1.5,5.6,21
Iowa,1968,474.1,1436.5,164.6,35,1.7,6.8,25
Iowa,1969,489.1,1516.9,177.5,38.8,1.4,6.4,22.4
Iowa,1970,507.3,1743.4,175,42.8,1.9,6.2,28.5
Iowa,1971,531.6,1841.8,153.3,57.8,1.8,8.9,30.4
Iowa,1972,521.6,1753.7,169.1,50.3,1.7,8.6,26.7
Iowa,1973,634,1904.6,190.7,55.9,2.2,11.3,32.9
Iowa,1974,791.5,2282.1,219.1,60.4,1.9,10.1,48.7
Iowa,1975,818.5,2719.8,229.7,74.4,2.5,10.3,53.5
Iowa,1976,827.1,2884.6,206.9,78.7,2.3,10.7,41.1
Iowa,1977,812.5,2685.1,219.9,89.8,2.3,10.6,41.2
Iowa,1978,870.6,2712.9,235.1,101.6,2.6,10.4,46.9
Iowa,1979,922.1,2928.8,269.7,117.7,2.2,11,50.2
Iowa,1980,1079.5,3219.1,247.8,129,2.2,14.3,54.9
Iowa,1981,1067.5,3221.7,223.2,134.5,2.6,13.4,53.6
Iowa,1982,947.8,2842.3,173.7,121.8,2.3,12.5,36.2
Iowa,1983,915.6,2664.4,157.9,125.2,2.3,12.6,41
Iowa,1984,871.4,2571.1,158.4,145.5,2,12.9,38.3
Iowa,1985,913.6,2664.2,153.4,156.1,1.9,12.6,41.2
Iowa,1986,956,2801.3,158.3,178.8,1.8,12.5,42
Iowa,1987,917.8,2840.1,151.1,181.1,2.1,11.9,36.2
Iowa,1988,854.3,2803.4,162.2,199.5,1.7,15.7,39.9
Iowa,1989,846.9,2809.9,158.3,209.2,1.9,16.2,39
Iowa,1990,808.4,2822.9,169.9,240.1,1.9,18.4,39.2
Iowa,1991,832.5,2827.5,170.7,235.4,2,20.9,45
Iowa,1992,753.8,2766.3,159.1,218,1.6,18.8,39.6
Iowa,1993,730.7,2599.4,190.8,244.8,2.3,24.4,53.9
Iowa,1994,667.1,2492.3,180.1,243,1.7,23.5,46.9
Iowa,1995,757.5,2767.2,222.8,277.8,1.8,21.8,53
Iowa,1996,664.6,2520.8,191.1,205.9,1.9,19.7,45.1
Iowa,1997,771.5,2500,234.3,232,1.8,20.3,55.9
Iowa,1998,673.7,2306.6,208.7,233.3,1.9,25.4,50.9
Iowa,1999,592.9,2171.7,179,214.7,1.5,27.2,36.6
Iowa,2000,558.4,2225.2,183.6,205.1,1.6,23.1,36.6
Iowa,2001,575.9,2259.4,187.8,205.1,1.7,22.1,39.4
Iowa,2002,635,2330.2,198.3,217.2,1.5,27.1,39.8
Iowa,2003,595.3,2189,191.7,210.7,1.7,27.1,38.4
Iowa,2004,607.1,2106.9,190.8,220.6,1.5,26.5,39.3
Iowa,2005,611.9,2048,186,224.5,1.3,28.6,38.9
Iowa,2006,609,2045.5,169.1,210.8,1.8,29.2,43.9
Iowa,2007,574.8,1908.2,165.3,222,1.3,32.5,44.4
Iowa,2008,552.8,1741.8,145.7,212.8,2.6,31.2,41.6
Iowa,2009,545.9,1654.2,129.8,211.3,1.3,29.6,39.9
Iowa,2010,549,1580,124.6,205.2,1.2,28.9,33.2
Iowa,2011,573.5,1647.2,130.5,200.7,1.4,28.3,26.9
Iowa,2012,556.1,1584.8,130.9,202.8,1.5,28.3,31.3
Iowa,2013,513.5,1543,137.4,204.6,1.4,35,30.4
Iowa,2014,464.4,1495.8,133.6,201.6,1.9,36.3,33.6
Iowa,2015,476.7,1431.6,139,213.2,2.3,37,33.5
Iowa,2016,479.5,1447.6,159,212,2.3,39.8,36.6
Iowa,2017,479.3,1468.6,177.4,211,3.3,39.2,39.8
Iowa,2018,352.6,1190.4,148.5,187.9,1.7,30.9,29.5
Iowa,2019,371.1,1199.6,163,200.4,1.9,36.9,27.4
Kansas,1960,353.7,895.8,87.2,31.6,2.9,5,18.8
Kansas,1961,331.6,946.4,85.7,30.2,1.9,5.4,21
Kansas,1962,339.4,1059.7,102.3,35.5,2.8,6.6,21.6
Kansas,1963,370.1,1081.7,108,44,2.6,6.7,29.1
Kansas,1964,432.6,1286,139.6,73.2,3.4,11.1,28
Kansas,1965,467.5,1293,122.7,71.2,2.7,9.1,24
Kansas,1966,476.1,1366.3,147.8,69.9,3.5,8.9,29.6
Kansas,1967,598.2,1548.6,184.9,86,4,10.7,42.2
Kansas,1968,615.6,1752.2,205.5,85.8,3.7,13.2,47.5
Kansas,1969,693.3,2049.9,228,93.5,3.5,15.1,54.8
Kansas,1970,881.7,2302.5,256.6,108.5,4.8,14.5,75.1
Kansas,1971,888.6,2148.4,243.8,127.8,5.1,15.9,65.7
Kansas,1972,906.6,2056.4,232,119.1,4,17.8,68.9
Kansas,1973,1030.5,2055.3,210.5,115.3,6,18,78.1
Kansas,1974,1268.6,2516.9,238.6,141.9,6.9,19.7,107.8
Kansas,1975,1369.5,2862.8,236.4,162.8,5.4,17.2,92.8
Kansas,1976,1325.5,2938.1,232.3,170.4,4.5,21.9,85.8
Kansas,1977,1270.4,2739.3,244.3,180.5,6.6,22,100.7
Kansas,1978,1286.8,2691.4,247.7,193.8,5.7,25,93.7
Kansas,1979,1329.8,2938.9,273.5,219.4,5.5,26.4,102.3
Kansas,1980,1521.4,3196.4,271.7,237.8,6.9,31.5,113.1
Kansas,1981,1544.2,3235.6,255.1,222.6,6.3,30.8,109.7
Kansas,1982,1344.8,3048.8,222.5,218.4,5.7,24.8,87
Kansas,1983,1167.8,2834.4,201,211,5.6,25.9,84
Kansas,1984,1049.1,2749.3,206.8,231.5,3.7,27.4,71.6
Kansas,1985,1050.6,2752.4,216.4,242.7,4.9,29.3,78.7
Kansas,1986,1187.7,3008.1,258,251.9,4.4,32.9,79.6
Kansas,1987,1138,3152,253.2,241.6,4.4,32.6,82.1
Kansas,1988,1179,3093.2,242.5,244.6,3.4,31.3,85.9
Kansas,1989,1188.7,3096,297.4,259.1,5.5,36.5,99.8
Kansas,1990,1166.5,3243.5,335.4,285.7,4,40.4,117.6
Kansas,1991,1306.7,3377.1,351,310.3,6.1,44.8,138.4
Kansas,1992,1293.7,3191.7,323.8,333.7,6,41.3,129.9
Kansas,1993,1132.2,3024,322.7,326.3,6.4,40.1,123.6
Kansas,1994,1121.2,2954.5,328.2,279.9,6.7,41.3,115.1
Kansas,1995,1068.4,3074.3,323.5,269.8,6.2,36.6,108.2
Kansas,1996,981.3,3038.3,248.4,268.3,6.6,42.6,96.3
Kansas,1997,936.1,3538.5,248.1,280.8,5.8,45.4,97.7
Kansas,1998,950.3,3245.7,258.7,280.9,6.6,42.9,87
Kansas,1999,824.2,3003.8,227.9,259.5,6,40.1,77.1
Kansas,2000,799.1,2978.6,241.6,269,6.3,38,76.2
Kansas,2001,759.2,2851,295.5,275.7,3.4,35,89.7
Kansas,2002,725.7,2724.3,266,256.3,2.9,38.2,79.8
Kansas,2003,806.4,2916.6,287.4,270.6,4.6,39.8,82.5
Kansas,2004,737,2967.2,311.3,265.4,4.5,41.8,66.3
Kansas,2005,692.4,2774,340,280.4,3.7,40,65.3
Kansas,2006,726.7,2729.7,315.6,314,4.5,46.3,67.9
Kansas,2007,737.1,2662.1,309.8,335.6,3.8,46.4,72.8
Kansas,2008,701.3,2420.5,264.3,304.6,4,43.8,60
Kansas,2009,690.8,2323.7,211.4,296.9,4.4,41.8,63.4
Kansas,2010,675.6,2230.5,210.6,273.5,3.4,40.1,53.8
Kansas,2011,651.9,2203.8,232.9,262.3,3.9,39.1,50.4
Kansas,2012,650.3,2258,234.9,263.2,2.9,36.5,52
Kansas,2013,600.4,2117,229.5,248.1,3.9,41.3,46.6
Kansas,2014,545,1952.4,237.8,250,3.1,48.6,46.9
Kansas,2015,527.6,1953.5,238.9,267.6,4.4,55.5,62.4
Kansas,2016,494.1,1962.9,238.6,274,3.8,45.1,57.5
Kansas,2017,478.2,2053.3,269.3,290.3,5.5,55.9,61.3
Kansas,2018,430.6,1933.9,269.4,328.3,3.9,53.8,53
Kansas,2019,342.7,1721.9,249.9,314.2,3.6,48.6,44.4
Kentucky,1960,371.1,619.8,124.5,52.3,6.7,5.4,32.9
Kentucky,1961,366.4,630.8,108.3,48,6.5,4.7,35.3
Kentucky,1962,415.6,703.8,115.8,47.5,6.5,5.7,36.4
Kentucky,1963,436.4,780.6,128.1,45.3,5.6,5.4,35.8
Kentucky,1964,461.3,868.3,143.3,61,5.2,8,36.1
Kentucky,1965,444.8,884.3,151.7,60.4,5.3,6.6,36.7
Kentucky,1966,482.6,896.4,227.7,73.5,7,8.3,42.8
Kentucky,1967,482.9,950.9,281.8,77.2,7.2,9.1,47.1
Kentucky,1968,522.5,971.7,332.2,85.4,8.9,10.2,60.1
Kentucky,1969,569.3,1072,345.9,86.7,10.4,11.4,69.2
Kentucky,1970,703.9,1211.5,346.3,124.7,11.1,13.7,72.8
Kentucky,1971,719,1195.4,332.3,131.9,10.9,14.9,77.4
Kentucky,1972,650.2,1075.9,281.8,117.1,9.8,15.7,83.2
Kentucky,1973,679.7,1139.2,226.2,109.1,9.7,16.3,85.1
Kentucky,1974,830.1,1466.8,228.8,113.7,10.3,17.6,92.3
Kentucky,1975,962.8,1774.2,263.4,135.3,10.2,15.4,103.2
Kentucky,1976,930.2,1857.7,246.8,135.1,10.6,17.8,98.7
Kentucky,1977,872.2,1662.1,245.4,123.3,10.1,19.1,81.1
Kentucky,1978,884.6,1664.7,250.6,112.1,9,20.7,81.3
Kentucky,1979,909.6,1770.1,256.2,126.1,9.5,20.4,92.1
Kentucky,1980,1040.8,1875.5,250.7,143.5,8.8,19.2,95.2
Kentucky,1981,1062.4,1944.7,235,159.5,8.4,20.9,100.7
Kentucky,1982,1029.1,1991.3,233.1,188,9.7,20,97.3
Kentucky,1983,977,1920.4,215.2,203.3,9.8,22,87.1
Kentucky,1984,785.2,1715.3,180.2,178.4,6.6,22.2,70.7
Kentucky,1985,771.3,1677.2,193.2,201.3,6.9,21.6,75.7
Kentucky,1986,824.2,1740.4,193.2,222.2,6.7,23.1,82.5
Kentucky,1987,847.1,1892.5,192.7,219.1,7.5,21,90.2
Kentucky,1988,826.3,1792.8,185.5,227.3,6.2,22.4,74.3
Kentucky,1989,819.1,1921.4,219.8,248.3,7.9,24.6,76.1
Kentucky,1990,766.9,1942.7,199.4,285.2,7.2,29,69.1
Kentucky,1991,796.6,1909.1,214.6,312.7,6.8,35.4,83.1
Kentucky,1992,729.1,1842.5,216.5,410.4,5.8,32.2,87.2
Kentucky,1993,740.1,1840.7,216.2,331.4,6.6,34.3,90.4
Kentucky,1994,750.4,1919.2,223.6,308.4,6.4,35.3,93.9
Kentucky,1995,735.5,1992.4,259.1,222,7.2,31.9,103.7
Kentucky,1996,688.4,1896.3,261.1,189.2,5.9,31.7,93.8
Kentucky,1997,681.6,1880.4,248.1,187,5.8,33.4,90.7
Kentucky,1998,711.3,1828.5,247.8,205.7,6,28.1,88.1
Kentucky,1999,635.7,1785.5,223.9,195.8,5.1,29,78.4
Kentucky,2000,626.2,1809.6,229.5,182.2,4.8,27,80.6
Kentucky,2001,662.7,1756,219.8,147.7,4.4,25.8,80.3
Kentucky,2002,657.5,1769.7,227.9,163.6,4.7,26.6,76.6
Kentucky,2003,632.2,1677.5,200.4,138.5,4.4,27.3,78.3
Kentucky,2004,625.4,1703,211.8,130.6,5.7,29.9,78.9
Kentucky,2005,634.1,1686,211,139.8,4.6,34.1,88.4
Kentucky,2006,662.5,1716.5,222.6,143.3,4.1,31.2,91.5
Kentucky,2007,655.9,1685.5,204.6,157.7,4.9,32.2,95.9
Kentucky,2008,692.3,1810.1,179.4,162.8,4.7,34.1,95.6
Kentucky,2009,692.6,1690.7,141.3,130.8,4.3,35.5,84.4
Kentucky,2010,700.3,1713.5,143.5,120.3,4.3,33.1,86.2
Kentucky,2011,750,1822.5,153.5,117,3.5,34.3,84.8
Kentucky,2012,675.4,1725.2,152.2,108.4,4.5,29,80.7
Kentucky,2013,596.4,1629.3,137.2,95.5,3.8,36.7,73.9
Kentucky,2014,526.7,1577.1,143.2,99.8,3.6,32.6,75.6
Kentucky,2015,503,1498.7,175.9,105.5,4.7,33.7,74.7
Kentucky,2016,469.6,1497.4,222.8,113.5,5.9,37,75.9
Kentucky,2017,453.4,1445.7,230,116.2,5.9,37.3,66.4
Kentucky,2018,384.7,1348.2,229.6,113.2,5.5,38.2,55
Kentucky,2019,345.7,1323.5,228.2,128.6,4.9,35.2,48.4
Louisiana,1960,387.3,764.3,190.4,90.8,8.3,8.6,45.6
Louisiana,1961,336.6,614.4,169.6,76.9,6.4,8,44.4
Louisiana,1962,327.1,683.5,184.3,84.7,6.8,6.8,39
Louisiana,1963,395.8,791.3,198.1,114.2,6.9,6.2,42.3
Louisiana,1964,482.4,901.6,230.9,133.2,8.3,11.1,53.3
Louisiana,1965,452.3,913.3,202.5,132.6,8.1,11.1,51.3
Louisiana,1966,578.5,1073.7,264.8,147.9,9.9,16.6,66.8
Louisiana,1967,656.2,1176.3,281.3,167.2,9.3,16.5,82.1
Louisiana,1968,678,1232.1,282.6,198.4,9.5,16.4,90.3
Louisiana,1969,694.6,1373.1,324.2,226,9.5,22.1,102.6
Louisiana,1970,890,1627.7,384.7,237.8,11.7,23.1,140.8
Louisiana,1971,911.9,1729.4,401.7,243.2,11.1,23.7,135.1
Louisiana,1972,903.1,1700.6,356.4,252.8,13.2,23,133.4
Louisiana,1973,962.1,1690.4,324.9,249.3,15.4,22.2,138.6
Louisiana,1974,1045.7,1956.2,341.7,275.1,16,25.2,156.3
Louisiana,1975,1114.6,2191.8,338.5,289,12.6,23.7,153.1
Louisiana,1976,1140.6,2447,300.6,308.5,13.2,26.8,124.3
Louisiana,1977,1165.5,2469.9,337.7,335.5,15.5,30.9,142.9
Louisiana,1978,1275.5,2570.3,361.6,360.7,15.8,34.8,173.7
Louisiana,1979,1396.8,2877.7,407.9,401.4,16.9,38.6,219.4
Louisiana,1980,1523.9,2888.4,376.5,407.8,15.7,44.5,197
Louisiana,1981,1434.5,2832.9,362,379.2,15.6,41.4,202
Louisiana,1982,1424.8,2881.7,335.6,400.6,16,39.9,212.6
Louisiana,1983,1292.5,2782.6,310.6,396.8,14.2,39.9,190
Louisiana,1984,1226.2,2898.9,307.5,432.8,12.9,41.8,190.5
Louisiana,1985,1323.9,3163.1,382.3,453.3,10.9,39.8,190.3
Louisiana,1986,1460.8,3417.4,441.6,481.6,12.8,40.1,223.8
Louisiana,1987,1444.5,3323.2,412.5,467,11.1,35.9,179
Louisiana,1988,1444.4,3148,450.9,458.3,11.6,38.5,209
Louisiana,1989,1464.7,3473.5,521.3,491.4,14.9,38.2,237.3
Louisiana,1990,1437.9,3548.6,601.7,569.2,17.2,42.2,269.8
Louisiana,1991,1411.5,3488.6,573.4,614.3,16.9,40.9,278.9
Louisiana,1992,1366.3,3567.5,628.1,653.4,17.4,42.3,271.4
Louisiana,1993,1368.3,3802.9,613.7,715.4,20.3,42.3,283.6
Louisiana,1994,1279,3802.6,607.6,650.3,19.8,44.6,267.2
Louisiana,1995,1231.7,3838.5,598.4,679,17,42.7,268.6
Louisiana,1996,1295.8,3982.3,631.6,593.5,17.5,41.5,276.6
Louisiana,1997,1239.3,3748,606,559.7,15.7,41.3,239.1
Louisiana,1998,1172.1,3605.1,541.6,531.9,12.8,36.8,198
Louisiana,1999,1092.7,3425.2,496.2,515.2,10.7,33.1,173.6
Louisiana,2000,1035.8,3229.9,475.9,466.6,12.5,33.5,168.5
Louisiana,2001,1039.1,3121.8,485.1,467.7,11.2,31.4,175.9
Louisiana,2002,1013.1,2978,451,456.7,13.2,34.2,159.1
Louisiana,2003,991.9,2881.2,437.4,432.4,13,35.6,156
Louisiana,2004,1006.5,2975.1,437.4,445.8,12.7,35.9,145.7
Louisiana,2005,873.7,2504,319,436.6,10,31.5,118.4
Louisiana,2006,1089.2,2626.2,365.4,533,12.9,37,138.3
Louisiana,2007,1093.2,2755.3,356.2,545.5,14.6,33.2,147.1
Louisiana,2008,1032.1,2541.3,307.5,489.2,12.3,28.3,141.5
Louisiana,2009,1044.7,2540.1,258,464.1,11.8,30.1,136.9
Louisiana,2010,999.6,2425.8,219.3,400.7,11,27.1,116.5
Louisiana,2011,1010.8,2473.9,199.2,401.6,11.1,27.6,114.4
Louisiana,2012,915.7,2453.7,171.3,342,10.8,25.2,119
Louisiana,2013,890.4,2493.6,198,352.8,10.8,35,119.9
Louisiana,2014,824.5,2421.6,212.7,352.4,10.3,29.6,122.5
Louisiana,2015,759,2385.8,208.6,373.7,10.3,36.9,118.8
Louisiana,2016,740.5,2336.3,220.8,396.4,11.8,38.8,119.1
Louisiana,2017,731.5,2401.3,234,390.3,12.4,39.9,114.4
Louisiana,2018,668.1,2360.4,247.6,383.4,11.4,44.7,98
Louisiana,2019,579,2352.4,230.5,402.1,11.7,48.9,86.6
Maine,1960,278.8,756.7,123,15.3,1.7,5,7.9
Maine,1961,299.3,705.8,76,17.4,1.6,5.8,8.8
Maine,1962,307.6,766.1,89.7,15.7,1.4,2.8,7.8
Maine,1963,302.6,737.9,101.6,19,1.9,3.7,6.5
Maine,1964,372.9,866.8,111.2,34.3,1.5,7.8,7.6
Maine,1965,404.9,873.2,94,33.5,2.1,4.3,4
Maine,1966,364,907.1,106.6,36.4,2.2,4.9,5.9
Maine,1967,457.6,990.4,111.1,47.8,0.4,6,9.7
Maine,1968,513.7,970.1,133.7,46.2,3,6.7,8.8
Maine,1969,580,1142.7,143.6,56,1.6,5.9,11.3
Maine,1970,638.5,1179.6,152.6,68.1,1.5,7,12.6
Maine,1971,750.6,1327.8,147.8,66.3,2,7.4,14.4
Maine,1972,792.5,1524.6,162.4,76.9,5.3,7.8,21.1
Maine,1973,973.4,1566.8,179.8,91.7,2.1,7.8,20.7
Maine,1974,1318.9,1946,197.7,98.1,2.9,8.7,27.9
Maine,1975,1361.5,2167.9,210.8,169.8,2.8,10.4,36.4
Maine,1976,1313.2,2337.5,213.7,169.4,2.7,9.9,37.9
Maine,1977,1253.1,2350.7,246.9,170,2.4,13.5,38.7
Maine,1978,1241.2,2436.2,253.3,161,2.7,11.1,32.9
