State,Year,Property_Burglary_Rates,Property_Larceny_Rates,Property_Motor_Rates,Violent_Assault_Rates,Violent_Murder_Rates,Violent_Rape_Rates,Violent_Robbery_Rates
Alabama,1960,355.9,592.1,87.3,138.1,12.4,8.6,27.5
Alabama,1961,339.3,569.4,76.8,128.9,12.9,7.6,19.1
Alabama,1962,349.1,634.5,83.4,119,9.4,6.5,22.5
Alabama,1963,376.9,683.4,90.6,142.1,10.2,5.7,24.7
Alabama,1964,466.6,784.1,108,163,9.3,11.7,29.1
Alabama,1965,473.7,812.1,106.9,149.1,11.4,10.6,28.7
Alabama,1966,527.5,869.6,131,177.7,10.9,9.7,32
Alabama,1967,571.4,895,146,183.5,11.7,10.5,33
Alabama,1968,628.2,967.7,170.7,168.5,11.8,11.1,41
Alabama,1969,667.2,1037.8,171.2,181.7,13.7,14,41
Alabama,1970,776.4,1184,223.5,215.2,11.7,18.5,50.3
Alabama,1971,791.8,1173.9,221.2,219.7,15.1,19,57.6
Alabama,1972,789.6,1096.7,195,211.7,14.1,18.8,68.6
Alabama,1973,897.3,1107.8,227.2,236.3,13.2,21.2,79.4
Alabama,1974,1057.9,1308.7,260.6,235.6,15,22.7,99.6
Alabama,1975,1163.8,1645.5,270.3,233.5,16,20.4,123
Alabama,1976,1170,1987.2,262.3,256,15.1,21.7,96
Alabama,1977,1135.5,1881.9,280.7,278.3,14.2,25.2,96.8
Alabama,1978,1229.3,1987.9,302.5,281.2,13.3,25.5,99.1
Alabama,1979,1287.3,2223.2,320.1,263.1,13.2,27.5,109.5
Alabama,1980,1526.7,2642.2,316.2,273.2,13.2,30,132.1
Alabama,1981,1450.7,2693.3,284.2,306.1,11.9,26.1,126.5
Alabama,1982,1256.2,2656.4,273.3,299.1,10.6,26,112
Alabama,1983,1073.1,2381.4,230.5,284.9,9.2,23.5,98.4
Alabama,1984,1001.8,2235.5,233.6,300.6,9.4,25.1,96.1
Alabama,1985,1034.9,2191.2,258.5,315.5,9.8,26.8,105.4
Alabama,1986,1159,2304.4,267,407.9,10.1,28.4,111.6
Alabama,1987,1198.3,2431.1,262.8,409.9,9.3,27.8,112.2
Alabama,1988,1233.8,2502.6,266.7,401.2,9.9,29.8,117.8
Alabama,1989,1146.8,2592.8,297.5,415.7,10.2,31,133.9
Alabama,1990,1103.4,2755.4,347.8,520.7,11.6,32.6,143.7
Alabama,1991,1268.6,2889.5,363.4,644.4,11.5,35.6,152.8
Alabama,1992,1186,2848.2,362.3,654.6,11,41.2,164.9
Alabama,1993,1088.6,2672,337.8,574.3,11.6,35.1,159.5
Alabama,1994,1044.4,2843.1,331.8,465.3,11.9,35.2,171.2
Alabama,1995,1024.8,2844.3,346.6,403.7,11.2,31.7,185.8
Alabama,1996,1002.1,2886.7,366,356,10,33,167
Alabama,1997,1013.8,2954.8,356.7,361.8,9.9,32.3,160.5
Alabama,1998,964.3,2779,341.7,339.9,8.1,33.2,130.9
Alabama,1999,884.4,2737.3,300.6,326.5,7.9,34.6,121.2
Alabama,2000,906.9,2864.8,288,317.2,7.4,33.3,128.2
Alabama,2001,909.4,2685,282.4,274.1,8.5,30.6,125
Alabama,2002,950.6,2767,310.1,268,6.8,37.2,133.1
Alabama,2003,960.2,2754.1,332.1,251.7,6.6,36.8,134.1
Alabama,2004,987,2732.4,309.9,249.4,5.6,38.5,133.5
Alabama,2005,955.8,2656,289,248.3,8.2,34.4,141.7
Alabama,2006,973.7,2640.8,326.5,227.5,8.3,35.8,153.6
Alabama,2007,980.6,2689.5,307.7,246.7,8.9,33.4,159.9
Alabama,2008,1081.3,2714.3,288.9,253,7.5,34.7,157.6
Alabama,2009,1037.3,2507.5,235.5,278.3,6.8,31.9,133.1
Alabama,2010,887.8,2414.9,225.3,248,5.7,28.3,101.6
Alabama,2011,1064.2,2319.3,222,282.9,6.2,28.5,102.1
Alabama,2012,984.7,2312.8,204.8,311.8,7.1,26.9,104.1
Alabama,2013,877.8,2254.8,218.7,285.2,7.2,42.3,96.2
Alabama,2014,819,2149.5,209.1,283.4,5.7,41.3,96.9
Alabama,2015,725.6,2040.7,212.7,328.3,7.2,42,94.9
Alabama,2016,700.5,2006.3,241.1,388.2,8.4,39.4,96.4
Alabama,2017,645.7,2048.1,263.4,387.8,8.3,41.6,86.5
Alabama,2018,590.1,1958.9,268.3,387.6,7.8,40.8,83.4
Alabama,2019,531.9,1886.1,256.5,381,7.3,42.2,80.4
Alaska,1960,332.1,970.5,242.3,45.1,10.2,20.8,28.3
Alaska,1961,380.8,950,209.8,51.7,11.5,13.2,12.4
Alaska,1962,351.6,985.4,227.6,54.5,4.5,18.7,13.8
Alaska,1963,381.5,1213.7,357.7,66.1,6.5,14.9,22.2
Alaska,1964,443.6,1218.4,354,96,10.4,22.4,21.2
Alaska,1965,554.5,1492.9,407.1,85,6.3,17.8,39.9
Alaska,1966,593,1600.7,441.5,82,12.9,19.5,36
Alaska,1967,688.6,1630.9,404.4,98.2,9.6,17.6,35.3
Alaska,1968,747.3,1915.9,482.3,90.6,10.5,21.7,52.7
Alaska,1969,870.6,2196.8,591.5,113.8,10.6,29.4,67.4
Alaska,1970,789.9,2182.5,551.3,167.8,12.2,26.1,71.8
Alaska,1971,848.6,2438,522.7,231.3,13.4,43.5,67.1
Alaska,1972,970.8,2639.1,498.2,252.6,9.5,41.8,66.5
Alaska,1973,1167.3,2865.5,526.1,263,10,44.5,67
Alaska,1974,1166.8,2972.1,647.8,301.8,13.6,49.3,88.4
Alaska,1975,1214.5,3522.4,919.9,353.4,12.2,44.6,129.5
Alaska,1976,1218.1,3656.8,805.8,357.1,11.3,46.9,124.9
Alaska,1977,1331.7,3369.8,753.3,284,10.8,51.6,96.8
Alaska,1978,1339.2,3603.5,661.5,282.1,12.9,55.6,91.3
Alaska,1979,1383.3,3713.3,616,296.3,13.3,71.9,109.6
Alaska,1980,1259.8,3388.9,561,288.5,8.9,56.8,81.8
Alaska,1981,1329.9,3958.7,690.5,384.5,14.6,102.2,114.6
Alaska,1982,1188.1,3806.4,594.3,386.1,18.5,85.4,133.8
Alaska,1983,1194.2,3566.8,643.8,401.5,13.8,101.5,97.1
Alaska,1984,1236.8,3628,628.8,409,11.6,91.6,109.4
Alaska,1985,1191.7,3497.1,606.3,401.9,9.8,77.2,92.9
Alaska,1986,1161.8,3909.9,603.7,401.1,8.6,72.7,88
Alaska,1987,970.1,3465.7,486.3,307.2,10.1,65,73.1
Alaska,1988,842.3,3101.6,455,386.5,5.7,57.7,72.9
Alaska,1989,826.9,3000.2,455,369.3,8,52.9,67.6
Alaska,1990,894.3,3168.5,565.4,367.4,7.5,72.9,76.7
Alaska,1991,979.3,3574.6,533.9,401.6,7.4,91.8,113.2
Alaska,1992,880.7,3531.2,497.1,445.3,7.5,98.6,109
Alaska,1993,816.9,3539.4,450.9,545.6,9,83.8,122.4
Alaska,1994,800,3601.3,540.4,544.9,6.3,69,146.2
Alaska,1995,836.9,3624.3,521.7,526.3,9.1,80.3,155.1
Alaska,1996,843.2,3386.7,492.9,537.7,7.4,65.6,117
Alaska,1997,702.1,3412.2,457.1,519.7,8.9,66.2,106.4
Alaska,1998,667.4,3031.1,424.6,492,6.7,68.6,86.6
Alaska,1999,611.3,2688.3,429.1,447.6,8.4,83.5,91.4
Alaska,2000,621.9,2685.8,374.8,405.1,4.3,79.3,78.2
Alaska,2001,607.1,2634.8,413.2,423.1,6.2,79.1,81.1
Alaska,2002,609.2,2765.3,385.2,404.4,5.1,79.7,76.2
Alaska,2003,597.6,2784.4,379.6,429.9,6,93.3,68.8
Alaska,2004,573.6,2456.7,340.6,473.9,5.6,84.8,68
Alaska,2005,622.8,2601,391,465.4,4.8,81.1,81
Alaska,2006,620.1,2579.5,378.5,516.7,5.4,76.4,89.5
Alaska,2007,546.3,2476.9,356,490.3,6.3,79.7,85
Alaska,2008,471.7,2218.4,237.2,489,3.9,65.1,94
Alaska,2009,515.4,2183.5,241.5,463.2,3.1,73.4,93.6
Alaska,2010,434.8,2175.3,226.7,473.2,4.3,74.6,83.2
Alaska,2011,394,2052.1,191.7,466.1,4.1,60.2,79.6
Alaska,2012,403.3,2128,208.1,433.2,4.1,79.7,86.1
Alaska,2013,396.7,2258,230.6,425.5,4.6,125.4,84.9
Alaska,2014,427.6,2096.4,236,440.2,5.6,104.7,85.4
Alaska,2015,475.5,2065.1,277.1,497.1,8,122,103.1
Alaska,2016,546.3,2394.7,412.1,540.6,7,141.9,114.6
Alaska,2017,563.8,2402.7,575.6,575.4,8.4,116.7,128.5
Alaska,2018,539.6,2219,541.9,595.4,6.4,161.6,121.5
Alaska,2019,487.1,2066,357.7,596,9.4,148.7,112.9
Arizona,1960,685.5,1782.2,338.4,131.4,6,16.1,54.2
Arizona,1961,737.7,1876.3,355.4,87.6,6,14.4,56.5
Arizona,1962,774.9,1895.6,357.6,97.7,5.7,13.1,56.4
Arizona,1963,830.3,2002.1,368,116.4,6,14.2,57.5
Arizona,1964,868.2,2225.8,338.3,130.2,5.2,16.4,61.2
Arizona,1965,816.5,2251.7,287.3,113.9,5,17.8,55.7
Arizona,1966,931.1,2630.1,372.3,122.4,6.1,18.3,55.5
Arizona,1967,1137.3,3055.3,407.2,141,5.6,16.7,74.9
Arizona,1968,1167.4,3022.2,421.2,151.9,6.3,18.7,86.7
Arizona,1969,1302.6,3144.2,438.6,210.2,6,23,99.9
Arizona,1970,1493,3549.7,501.2,213.7,9.5,27,120.2
Arizona,1971,1435.9,3654.2,450.8,250.7,6.7,29.9,113.3
Arizona,1972,1615.9,3438.7,429.8,287.4,7.3,33.4,120.8
Arizona,1973,1958.3,3720.1,545.6,293.6,8.1,31,147.3
Arizona,1974,2534,4518.6,602.3,315.5,9.6,37.5,204.2
Arizona,1975,2529.9,4747.7,516.1,333.8,8.6,35.5,170
Arizona,1976,2366.6,4642.7,421.8,287.9,7.8,29.7,129.9
Arizona,1977,2346.1,4467.4,439.5,312.3,9.5,34.2,138.2
Arizona,1978,2082.5,4504.8,464.4,335.6,9.4,44.2,162.9
Arizona,1979,1996.6,4774.5,493.3,362.6,8.9,45.7,175.7
Arizona,1980,2155.4,4891.2,473.3,401.8,10.3,45.2,193.6
Arizona,1981,2064.3,4563.9,410,352,8.1,38.1,177.6
Arizona,1982,1883.3,4360.9,369.8,311.6,8.3,38.5,158.6
Arizona,1983,1668.6,3871.8,357,312.7,7.2,41.9,132.4
Arizona,1984,1714,3884.8,384.5,334.1,7.8,43.1,131.1
Arizona,1985,1869.6,4258.6,385.5,402.3,8,45.7,146.5
Arizona,1986,1907.7,4336.6,418.8,436.8,9.3,43,169.2
Arizona,1987,1626.1,4527.3,422.6,425.5,7.5,41.2,138.4
Arizona,1988,1580.3,4821.7,459.1,425.8,8.5,38.8,137
Arizona,1989,1667.2,5106.1,686.9,417.7,6.7,36.2,139
Arizona,1990,1669.9,4703,863.5,442.8,7.7,40.9,160.9
Arizona,1991,1607.5,4266.3,861.1,454.8,7.8,42.4,165.7
Arizona,1992,1411.7,4124.6,821.5,466.6,8.1,43,153.1
Arizona,1993,1465.5,4387.4,863.8,505.7,8.6,37.8,162.9
Arizona,1994,1476.2,4678.5,1066.7,494.7,10.5,36,162
Arizona,1995,1416.8,4925.6,1157.7,495.7,10.4,33.6,173.8
Arizona,1996,1256.3,4252.5,926.7,424,8.5,31.2,167.8
Arizona,1997,1318.9,4282,970.4,417.1,8.2,32.8,165.7
Arizona,1998,1209.5,3922.4,865.1,373.6,8.1,31.1,165.2
Arizona,1999,1034.3,3510.2,800.4,361.6,8,28.9,152.5
Arizona,2000,1011.6,3444.1,842.1,347.7,7,30.7,146.3
Arizona,2001,1033,3520.8,983.7,337.1,7.5,28.6,167.1
Arizona,2002,1085.9,3704,1059.9,370.8,7.1,29.6,147
Arizona,2003,1050.6,3561.9,1021.6,335.6,7.9,33.3,136.6
Arizona,2004,991,3118.7,963.5,329.6,7.2,33,134.5
Arizona,2005,946.2,2958,922,326.7,7.5,33.7,144.1
Arizona,2006,963.6,2891.9,918.7,340.3,8.6,39.7,153.9
Arizona,2007,946.4,2793.5,792.6,318.2,8.6,37.1,154
Arizona,2008,901.6,2607,593.6,293.8,7.1,33.8,150.9
Arizona,2009,823.4,2364.8,400.8,261.8,5.8,34.6,124.3
Arizona,2010,794.2,2403.4,338.9,264.7,6.4,34.2,108.4
Arizona,2011,845.7,2402.9,306.2,259,6.1,38.6,110.5
Arizona,2012,807.8,2439.1,292.3,276,5.5,34.7,112.7
Arizona,2013,732.4,2403.5,263.2,263.9,5.4,46,101.1
Arizona,2014,647.1,2289.1,261.3,252.1,4.7,50.2,92.8
Arizona,2015,555.9,2231.5,245.8,267.1,4.5,45.5,93.1
Arizona,2016,544.4,2168.1,265.8,315.4,5.5,47.5,101.8
Arizona,2017,536.3,2107,271.6,345,5.9,51,106
Arizona,2018,439.7,1970.3,266.9,328.1,5.1,50.7,91
Arizona,2019,394.3,1796.9,249.4,311.9,5,50.3,88.1
Arkansas,1960,302.2,573.8,50.3,65.5,8.5,8.9,24.8
Arkansas,1961,308.1,568.2,60.6,59.5,9.1,7.2,24.8
Arkansas,1962,311.7,612.7,73.9,54.8,7.9,6.8,21.9
Arkansas,1963,327.6,662.8,83.3,68.6,7.4,6.1,25.1
Arkansas,1964,369.1,756.4,97.1,91.7,7.6,8.1,29.2
Arkansas,1965,323.7,727.2,87.5,95.9,5.9,10.4,23.7
Arkansas,1966,360.3,774.4,85.2,116.6,7.1,9.8,29.4
Arkansas,1967,443.9,879.1,86,161.3,8.8,14.2,35.2
Arkansas,1968,569.7,1068.9,103.2,151.7,8.1,17.3,39.6
Arkansas,1969,651.1,1206.5,110.9,148.4,9.9,17.4,44.4
Arkansas,1970,759.4,1320,119.4,149.5,10.1,17.1,45.6
Arkansas,1971,720.9,1243.5,123.1,164.5,10.5,17.1,48.7
Arkansas,1972,735.1,1258.4,114.2,162.2,10.4,17.3,54.8
Arkansas,1973,888,1433.7,144.9,190,8.8,19.5,71.5
Arkansas,1974,1075.2,1745.3,163.9,200.5,11.2,23.9,80.7
Arkansas,1975,1077.1,1947,167.8,224.7,10.1,25.9,87.6
Arkansas,1976,937.5,2013.9,151.4,192.9,10.1,24.2,76.7
Arkansas,1977,972.6,1862.1,183.4,203.4,8.8,27.6,83.2
Arkansas,1978,967.1,1950.9,199.6,231.9,9.1,23.1,80
Arkansas,1979,984.3,2076.5,193.8,255.3,9.1,27.3,74.6
Arkansas,1980,1119,2169.8,187.1,218.4,9.2,26.7,80.9
Arkansas,1981,1078.1,2221.4,186.6,198.6,9.1,25.2,77.4
Arkansas,1982,1071.5,2289.4,186,210.6,8.2,27.1,78.8
Arkansas,1983,961.3,2067.9,173.7,195.5,7.6,25.2,69.3
Arkansas,1984,885.9,1992.6,167.6,216.6,7.5,29.7,67.6
Arkansas,1985,941.4,2117.7,178.4,242,7.9,29.1,68.5
Arkansas,1986,1029.9,2305.1,194.9,278.2,8.1,28.9,79.7
Arkansas,1987,1078,2548.7,206.5,292.6,7.6,32.6,79.1
Arkansas,1988,1091.8,2492.3,212.9,297.6,8.7,32.2,84.1
Arkansas,1989,1194.4,2621.9,265.6,316.3,8.4,38.4,110.6
Arkansas,1990,1210.9,2834.4,289.4,365.4,10.3,43.3,113.2
Arkansas,1991,1226.5,3013.8,341.4,401.9,11.1,44.6,135.6
Arkansas,1992,1092.7,2763.2,329.3,399,10.8,41.3,125.5
Arkansas,1993,1099.3,2795.7,322.5,415.8,10.2,42.4,124.9
Arkansas,1994,1097.1,2791.6,315,412.5,12,41.9,128.7
Arkansas,1995,996.9,2815.4,325.4,379.8,10.4,37.2,125.7
Arkansas,1996,953.2,2908.8,312.9,359.8,8.7,41.7,114.1
Arkansas,1997,1013.4,2863.8,314.6,361.9,9.9,43.5,111.5
Arkansas,1998,928.3,2581.8,283.2,350.9,7.9,35.2,96.2
Arkansas,1999,850.2,2505.6,261.2,312.4,5.6,27.8,79.3
Arkansas,2000,802.1,2608.7,259.3,332.4,6.3,31.7,74.8
Arkansas,2001,823.7,2582.5,271.6,332.8,5.5,33.1,80.9
Arkansas,2002,858.3,2628.3,251.7,298.6,5.2,27.9,93.3
Arkansas,2003,917.1,2495.1,220.2,334.7,6.6,33.4,81.6
Arkansas,2004,1096.4,2699.7,237,366.7,6.4,43,86.3
Arkansas,2005,1085.1,2720,262,387.2,6.8,43.3,91.2
Arkansas,2006,1133.6,2584.5,267.4,400.6,7.3,47.1,97.8
Arkansas,2007,1130.1,2578.5,246.9,374.9,7,45.6,109.5
Arkansas,2008,1187.6,2448.2,229.1,358.8,5.8,51.2,97.3
Arkansas,2009,1202.8,2361.3,211,372.8,6.2,47.7,89.2
Arkansas,2010,1111.1,2252.1,190.3,372.6,4.6,45.2,81.1
Arkansas,2011,1157.6,2404.1,196.3,354.8,5.4,41.9,80.2
Arkansas,2012,1081.3,2384.7,194.1,342.3,5.9,42.3,78.7
Arkansas,2013,1030.1,2380.6,191.9,330.5,5.4,48.1,76.3
Arkansas,2014,835.7,2313.5,188.8,346,5.6,59.4,69.1
Arkansas,2015,760.2,2297.5,193.8,380,6.1,64.8,70.4
Arkansas,2016,795.5,2233.6,239.4,401,7.2,71.7,70.9
Arkansas,2017,727.7,2109.5,241.4,413.6,8.6,68.3,64.4
Arkansas,2018,636.8,2040.2,236,410.7,7.2,72.9,52.9
Arkansas,2019,599.6,2012.6,245.9,447.8,8,77.2,51.6
California,1960,910.5,1984.8,340.1,119.6,3.9,18.2,97.3
California,1961,894.2,1950.6,332.7,120,3.7,18.5,90.5
California,1962,934.1,2052.9,339.2,121.7,3.9,17.4,91.9
California,1963,998.9,2184.7,362.2,126.3,3.8,17.5,93.6
California,1964,1088.7,2366.5,419.1,138.2,4.1,20,103.2
California,1965,1209.6,2388,439.6,142.9,4.7,21.2,113.3
California,1966,1277.4,2506.2,460.7,159.1,4.6,23.4,118
California,1967,1446,2748.8,508.1,172.7,5.4,25,149
California,1968,1644.5,3032.3,621.4,194.6,6,29.9,192.5
California,1969,1676.1,3282.7,678.6,217,7.1,36.3,201.8
California,1970,1753,3422.1,689.2,225.9,6.9,35.1,206.9
California,1971,1939.8,3517.9,713.9,238.9,8.1,36.1,235.5
California,1972,1949.2,3242,681.3,253.7,8.8,39.7,238.6
California,1973,1979.6,3123.6,635.9,275.8,9,40.6,240.4
California,1974,2072,3525.5,638.8,307.8,9.5,40.6,252.7
California,1975,2217.3,3703.7,628.2,321,10.4,41.6,282.4
California,1976,2174.6,3745.8,644.3,338.7,10.3,44.7,275.6
California,1977,2139.4,3499.8,663.5,358,11.5,49.4,287
California,1978,2193.3,3488.8,691.3,374.4,11.7,50.8,306.1
California,1979,2186.8,3732.6,738.3,410.3,13,53.9,333.8
California,1980,2316.5,3880,742.9,436.7,14.5,58.2,384.2
California,1981,2238.5,3816.1,672.9,405.6,13,56.2,388.2
California,1982,2020.2,3785.1,665.5,380.7,11.2,50.7,372.1
California,1983,1829.1,3444.5,631.2,373.1,10.5,48,340.9
California,1984,1729.3,3346.1,629.6,379.5,10.6,45.7,327.5
California,1985,1701.1,3379.4,672.2,383.8,10.5,43.3,327.7
California,1986,1696.4,3383.9,762,521.5,11.3,44.9,342.9
California,1987,1518.2,3240.2,830.1,562.4,10.6,43.8,301.3
California,1988,1447.1,3314.5,944,571.8,10.4,41.8,305.8
California,1989,1412.3,3346.5,1026.9,593.8,10.9,41.2,331.8
California,1990,1345.4,3197.5,1015.5,613.6,11.9,42.6,377
California,1991,1397.8,3246,1038.9,623.5,12.7,42.4,411.3
California,1992,1384.9,3137.8,1037.1,641.6,12.7,41.3,424.1
California,1993,1327,3029.1,1023,621.8,13.1,37.7,405.1
California,1994,1222.5,2957.7,980.6,609.4,11.8,34.9,356.8
California,1995,1120.3,2856.9,887.9,590.3,11.2,33.4,331.2
California,1996,979.4,2605.1,760.6,525.8,9.1,32.1,295.6
California,1997,927.4,2430.9,708.8,506.2,8,31.6,252.5
California,1998,823.5,2217.1,598.5,456.6,6.6,29.9,210.6
California,1999,675.3,1994.2,508.3,411.7,6,28.2,181.1
California,2000,656.3,1924.5,537.4,408.7,6.1,28.9,177.9
California,2001,671.3,2016.6,590.1,393.3,6.4,28.8,186.7
California,2002,681.2,2044.7,635.3,373.8,6.8,29.1,185.6
California,2003,683.2,2062.7,680.5,364.8,6.8,28.2,179.8
California,2004,686.1,2033.1,704.8,322,6.7,26.8,172.3
California,2005,692.9,1915,712,317.1,6.9,26,176
California,2006,678.1,1835.3,668.3,306.2,6.8,25.3,195.1
California,2007,650.7,1790.6,602.2,299.7,6.2,24.7,193.4
California,2008,647,1770.2,523.8,285.4,5.8,24.2,188.8
California,2009,622.8,1665,443.3,271,5.3,23.6,173.4
California,2010,612.9,1608.4,408.5,256.8,4.8,22.3,155.6
California,2011,610.5,1584,389.7,242,4.8,20.3,144.1
California,2012,646.1,1669.5,443.2,248.9,5,20.6,148.6
California,2013,605.4,1621.5,431.2,232.3,4.6,25.3,139.9
California,2014,522.3,1527.4,391.3,236.6,4.4,29.7,125.5
California,2015,504.3,1677.1,436.8,253.8,4.8,32.7,135
California,2016,479.8,1623,450.3,265.9,4.9,34.9,139.6
California,2017,446.9,1623.9,425.9,264.2,4.6,37.2,143.2
California,2018,416.2,1571.8,392.4,266.5,4.4,39.2,137.3
California,2019,386.1,1586.3,358.8,267.1,4.3,37.5,132.4
Colorado,1960,569.9,1251.4,213.8,42.4,4.2,13.1,77.7
Colorado,1961,655.9,1322.3,276.5,40,4.7,12.9,91.7
Colorado,1962,681.1,1507.1,322.2,51.8,5,14.8,85.2
Colorado,1963,670.5,1553.5,306.5,42.6,4.8,14.5,68.3
Colorado,1964,679.9,1619,271.2,70.1,4.2,17.1,67.3
Colorado,1965,650.9,1652.2,248.7,78.6,3.5,16.2,54.5
Colorado,1966,711,1831.3,298.3,93.8,4,17.3,53.8
Colorado,1967,789.4,2019.5,308.4,98.9,4.1,20.9,67.9
Colorado,1968,917,2262,420.6,135,5.4,26.1,96.5
Colorado,1969,1133.2,2559.2,507,154,5.3,28.8,110.7
Colorado,1970,1380.9,2992.1,588.4,185.4,6.2,36,129.1
Colorado,1971,1450,3128.5,564.8,193.8,6.5,38.4,134.9
Colorado,1972,1580.1,3018.8,589.3,217.3,8.3,38.4,141.4
Colorado,1973,1598.8,2910.6,572.5,204.4,7.9,38.7,162.9
Colorado,1974,1843.1,3354.2,538.6,221.6,6,36.5,165.7
Colorado,1975,2001.2,3744,467.2,240.1,7.4,41.5,174.1
Colorado,1976,1879.9,4043.5,442,236.7,6.8,33.8,139.7
Colorado,1977,1935.2,3903.2,477.1,292.9,6.3,42,170.7
Colorado,1978,1869.6,3977,487.9,281.9,7.3,49.6,159.2
Colorado,1979,1794.4,4253.2,481.4,306.1,5.8,53.1,157
Colorado,1980,2030.8,4325.8,448.3,309.2,6.9,52.5,160.1
Colorado,1981,2031.6,4375.9,413.9,318.5,8.1,45.6,159.5
Colorado,1982,1749.1,4429.3,397.3,303.1,6,44.5,150.6
Colorado,1983,1532.4,4245.7,372.7,301.7,6.4,41.9,126.4
Colorado,1984,1561.3,4054.7,397.3,299,5.8,39,114
Colorado,1985,1748.1,4267,432.9,300.1,5.8,40.9,124.2
Colorado,1986,1791.6,4230.8,486,329.4,7,42.3,144.8
Colorado,1987,1534.6,4012.9,436.3,302.1,5.8,40.8,118.8
Colorado,1988,1383.1,3900.6,422,329.5,5.7,38.6,98.8
Colorado,1989,1250.4,3864.8,452.9,340.8,4.4,36.2,90
Colorado,1990,1208.8,3890.6,428.4,385,4.2,46.2,90.6
Colorado,1991,1158.3,3930,426.4,398.9,5.9,47,107.4
Colorado,1992,1090.9,3780.1,509,404.9,6.2,47.3,120.5
Colorado,1993,1009.8,3499.4,450.3,399,5.8,45.8,116.7
Colorado,1994,925.7,3490.2,392.9,354,5.4,43.2,106.9
Colorado,1995,934.1,3634.5,387.5,298.7,5.8,39.5,96.2
Colorado,1996,900.8,3415.5,397.8,255.4,4.7,46.2,98.2
Colorado,1997,796.1,3077.3,413.7,232.8,4,43.1,83.3
Colorado,1998,786.5,2917.9,405.1,244.4,4.6,47.4,81.5
Colorado,1999,665.1,2692.9,364.8,219.2,4.6,41.4,75.3
Colorado,2000,630.8,2623.5,394.3,219.1,3.1,41.2,70.5
Colorado,2001,643.9,2738.9,473.8,222.3,3.6,43.6,80.2
Colorado,2002,703.8,2781.4,515.1,223.5,4,45.9,79.5
Colorado,2003,712.3,2737.6,501.7,218.2,4.1,42.1,82.2
Colorado,2004,717.3,2679.5,521.6,244.2,4.4,42.3,81.3
Colorado,2005,745.1,2736,560,264.9,3.7,43.4,84.7
Colorado,2006,681.9,2322,434.6,265.9,3.6,45.4,80.4
Colorado,2007,589,2067.6,342.6,234.7,3.2,42.7,71.2
Colorado,2008,568,1982.7,270.3,238.1,3.3,43.5,68.9
Colorado,2009,530.1,1892.2,248.4,223.4,3.2,45.2,67.1
Colorado,2010,519,1932.2,223.3,214.3,2.6,44.2,62.7
Colorado,2011,502.8,1877.4,215,202.2,3,44.7,64.5
Colorado,2012,504.2,1947.4,233.1,199.6,3.1,40.7,65.4
Colorado,2013,476.1,1944.5,237.9,189.1,3.4,55.7,59.8
Colorado,2014,438.2,1857.1,234.8,192.8,2.8,56.7,56.7
Colorado,2015,429.8,1918.5,293.2,197.2,3.2,59.7,60.9
Colorado,2016,431.4,1955.3,354,211.1,3.7,64.2,63.7
Colorado,2017,406.9,1904.9,389.9,226.9,3.9,68.8,68.4
Colorado,2018,375.2,1915.9,380.5,255.4,3.7,71.5,66.7
Colorado,2019,348.4,1858.3,384,246.3,3.8,67.2,63.6
Connecticut,1960,333.4,656.9,129.7,21.6,1.6,4.1,9.3
Connecticut,1961,364.4,715.8,130.8,21.1,1,2.4,9.1
Connecticut,1962,395,760.1,146.2,21.8,1.3,3.1,9.9
Connecticut,1963,470.9,877.6,183.9,25.9,1.8,3.3,13.7
Connecticut,1964,531.9,1003.4,206.7,41.9,1.8,5.5,15
Connecticut,1965,563.5,983.8,217.4,43.5,1.6,5.2,19.3
Connecticut,1966,616.6,1040.7,250.3,45.8,2,6,20.9
Connecticut,1967,751.7,1112.6,321.1,55.7,2.4,5.6,32.2
Connecticut,1968,964.4,1420.5,376.1,73.7,2.5,8,45
Connecticut,1969,987.5,1663,427.8,79.1,2.9,8.7,56.5
Connecticut,1970,1084.2,1750.7,484.2,87.4,3.5,9.1,70.4
Connecticut,1971,1067.3,1846,539.1,95.5,3.1,11.9,83.2
Connecticut,1972,956.8,1778,469.1,107.9,3.2,8.9,79.1
Connecticut,1973,1029.3,1909.7,516.7,110.1,3.3,11.1,84.2
Connecticut,1974,1353.9,2275,549.9,121.4,3.3,11.2,92.3
Connecticut,1975,1512.6,2603.6,572.4,120.6,3.9,12.4,131.5
Connecticut,1976,1383.9,2785.8,561.8,132.8,3.1,14.4,122.9
Connecticut,1977,1346,2620.7,593.2,131.8,4.2,16.8,129.5
Connecticut,1978,1362,2597.6,654.9,138.8,4.2,17.2,154.8
Connecticut,1979,1548.3,3113.9,703.2,192.6,4.2,24.1,193.3
Connecticut,1980,1700.6,3089.6,678.9,168.1,4.7,21.6,218
Connecticut,1981,1691.9,3094.7,602.6,174.6,5.4,21.9,246.1
Connecticut,1982,1410.8,3065,552.2,163.9,5.2,21.9,208.5
Connecticut,1983,1274.3,2849.6,478.9,150.3,4.1,20,200.6
Connecticut,1984,1128.9,2683.3,422.8,175.4,3.9,24.1,190.5
Connecticut,1985,1135.5,2726,441.3,184.1,3.8,24,190
Connecticut,1986,1197.6,2758.3,447.1,205.1,4.6,23.8,192.2
Connecticut,1987,1218.3,2829.4,529,211.1,4.9,24.9,178.1
